3.456777629102320004e-01,5.368138607207624258e-01,8.102779052533265469e-01,4.879025401346615554e-01,1.308096363518082283e-01,4.952436374259071017e-01,-1.166167568089640172e+00,-1.143192475191882718e+00,-1.150435597692629486e+00,-1.166167568089653939e+00,5.804421771604979519e-01,3.895515162448623392e-01
-1.188231810726593785e-01,-7.409333333139319633e-01,-1.012654937388001386e+00,4.879025401346615554e-01,-1.124576965175098309e+00,-8.745430244828010791e-01,-8.309533054592883605e-01,-8.850689867640334496e-01,-9.062903562177663241e-01,-8.309533054592883605e-01,-1.110406606918557859e+00,6.551548227754586673e-01
-5.833241250555507573e-01,-6.597387576115948393e-01,4.499620335281105665e-02,-5.300236227362156161e-01,1.341824127014838997e-01,-1.844481869963182918e-01,-1.266715481709701496e+00,-1.285288290702050640e+00,-1.282881703037465293e+00,-1.266715481709699942e+00,-1.619249337376368336e-01,-4.072584033469222042e-01
-6.030901226718440311e-01,2.503410199681635473e-01,1.021543010747419516e-01,4.879025401346615554e-01,5.675182385941898028e-02,6.845050852261129748e-01,1.115781300440441548e+00,1.122809244146610208e+00,1.149244632133862964e+00,1.115781300440441770e+00,3.259811758378946545e-01,6.551548227754586673e-01
-9.905718345636613242e-02,-1.436372558304577218e-01,1.560462648287258003e-01,-5.300236227362156161e-01,2.285576348915582257e-01,4.815305691337033456e-01,3.763881436929903956e-01,3.791568323337045077e-01,3.556265669082893655e-01,3.763881436929851776e-01,2.480912880624368821e-01,-4.072584033469222042e-01
-5.932071238636974497e-01,-3.849531870893463381e-01,-3.813506447102859576e-01,-2.106054130077703729e-02,-1.096577135912659567e-01,3.423227373692090958e-01,1.223267494842122494e+00,1.206950362015755118e+00,1.241433249340775369e+00,1.223267494842112724e+00,-1.933751258312970400e-01,1.239482097142674821e-01
-5.833241250555507573e-01,-3.924627892710567112e-01,4.910716497956866405e-02,-2.106054130077703729e-02,-5.546566938626057430e-01,1.179657759539786688e-01,-3.385823348431717950e-01,-3.481959679845633704e-01,-3.838201851782450658e-01,-3.385823348431974411e-01,7.624617359662601984e-03,-1.416550968163273472e-01
-1.583551763052458983e-01,2.933425777909982379e+00,2.040720272645155209e+00,4.879025401346615554e-01,2.857594253485687297e+00,1.566084729566176392e+00,1.384580423924549830e+00,1.543033525044925858e+00,1.614514819163221704e+00,1.384580423924544057e+00,2.557807475441614020e+00,-1.416550968163273472e-01
-1.484721774970992614e-01,-9.448569286813074397e-01,-9.449997006260087984e-01,-5.300236227362156161e-01,-7.789385983317426154e-01,-7.597063667291701350e-01,1.199609654119634827e+00,1.161012479097923489e+00,1.191041411768218872e+00,1.199609654119632385e+00,-8.242236581354183134e-01,-6.728617098775170335e-01
-1.484721774970992614e-01,6.078427721976564779e-01,1.124830589464269615e+00,-2.106054130077703729e-02,9.805756713135743707e-01,7.412302348441280886e-01,-9.360942861082170996e-01,-8.901849938814296870e-01,-9.111738058987831623e-01,-9.360942861082341970e-01,9.366860131590633021e-01,3.895515162448623392e-01
-5.833241250555507573e-01,-8.392401263985259652e-01,-4.756841698884085590e-01,-5.300236227362156161e-01,-4.901119129903158678e-01,-8.606252293985432456e-01,-8.984710642059419161e-01,-9.355821350409652126e-01,-9.544285157332833558e-01,-8.984710642059465791e-01,-5.989922608475377608e-01,-9.384650164081126400e-01
-1.089401822645127554e-01,-5.819835331083311747e-01,-4.463667593986242466e-01,-2.106054130077703729e-02,-6.275053757771944518e-01,1.943272570768041774e-01,8.813187720502317912e-01,8.593975367726056636e-01,8.637862564025209355e-01,8.813187720502368983e-01,-3.149757502474866411e-01,1.239482097142674821e-01
-5.833241250555507573e-01,-4.827229257379255789e-01,-3.253521058907631880e-01,-2.106054130077703729e-02,-1.002627783149400015e-01,2.410190311806375274e-01,8.407914950904681328e-01,8.238845434671495660e-01,8.256658346161522832e-01,8.407914950904513685e-01,-1.891626322390125015e-01,1.239482097142674821e-01
-1.583551763052458983e-01,9.858091302780995768e-01,1.201946002445361650e+00,-2.106054130077703729e-02,1.131611166902668719e+00,6.949332590632404383e-01,-6.501839421908460759e-01,-5.949929086726980509e-01,-6.264569586900502474e-01,-6.501839421908514050e-01,1.085151672063454864e+00,1.239482097142674821e-01
3.369875398203099781e+00,-7.384204377678150744e-01,-9.038723764497341717e-01,-5.300236227362156161e-01,-1.035060131416308593e+00,-1.505751128618637136e+00,1.413419921540312318e-01,9.694378984568412239e-02,6.440304516782241473e-02,1.413419921540209345e-01,-8.964497981737956644e-01,-2.000878242530492734e+00
-5.932071238636974497e-01,7.238521792030672142e-01,1.392710690436607779e+00,-2.106054130077703729e-02,8.292057653706292886e-01,9.870863653425517859e-01,-8.777745912034803366e-01,-8.124692284618683091e-01,-8.367968175334470349e-01,-8.777745912034976561e-01,1.210527224521564138e+00,1.239482097142674821e-01
-4.251961441252047891e-01,-9.902314550520905367e-01,-1.924002644965433939e+00,-3.074839029913408517e+00,-1.927526474778046728e+00,-2.878014627358885580e+00,-5.692902829636223849e-01,-6.394528849794851588e-01,-6.697223897941904092e-01,-5.692902829636322659e-01,-1.984201472444919290e+00,-1.204068322938707469e+00
3.456777629102320004e-01,-5.382630105475225690e-01,-4.750659863343117406e-01,4.879025401346615554e-01,-6.926338300982263219e-01,-3.049837032506130252e-01,-2.637097815695108038e-01,-2.958249146204845470e-01,-3.317933918115766323e-01,-2.637097815695306768e-01,-5.084770134179819046e-01,3.895515162448623392e-01
7.135297944106963719e+00,-9.423341472377056993e-01,-1.024875867822049313e+00,4.879025401346615554e-01,-1.085647059463660913e+00,-1.005527857055879437e+00,-1.024636008516198071e+00,-1.080354316171971973e+00,-1.091422132433227166e+00,-1.024636008516208951e+00,-1.142211842973571922e+00,3.895515162448623392e-01
-4.548451405496446442e-01,-1.008393597615689252e+00,-2.053039777265334376e+00,-1.547949785607092732e+00,-1.958879907323941794e+00,-1.992278054363590956e+00,1.131787249545253449e+00,1.069252862003249760e+00,1.090819446026130457e+00,1.131787249545255225e+00,-2.059553957621424569e+00,-1.469671629469302410e+00
3.950927569509651294e-01,-7.919550021219539104e-01,-9.397673360185546665e-01,4.879025401346615554e-01,-1.247516926231281520e+00,-9.721789747261070369e-01,-8.927569009474889405e-01,-9.452226562640039242e-01,-9.635958331979276315e-01,-8.927569009474947137e-01,-1.046425477443534424e+00,3.895515162448623392e-01
-1.484721774970992614e-01,3.048480694467210483e-01,6.135648940943334573e-01,4.879025401346615554e-01,6.769101313080394533e-01,3.306560319002740250e-02,-8.149108462548171339e-01,-7.993011965559444487e-01,-8.241533668421527903e-01,-8.149108462548095844e-01,4.708728855131543711e-01,3.895515162448623392e-01
-1.385891786889526245e-01,5.172035707452363740e-01,6.382056243313023458e-01,-2.106054130077703729e-02,1.042360474586747854e+00,9.030250476991941166e-01,3.244436201097333772e-01,3.548212375438811739e-01,3.302982785688031164e-01,3.244436201097129491e-01,7.453985203042570173e-01,3.895515162448623392e-01
-1.682381751133925074e-01,-6.394143708989372676e-01,-7.101098085539890858e-01,4.879025401346615554e-01,-7.237833205118555657e-01,-5.524034780917574938e-01,-2.709988884582308910e-01,-3.118480650470130677e-01,-3.477312332366654934e-01,-2.709988884582447133e-01,-7.468069964497504598e-01,3.895515162448623392e-01
